"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"9472","•","TMD","VOR","B363 (AWY-HI)","34,000 / 10,363","41.75000 / 64.63333","90  / 2434 nm","TAMDYBULAK VOR-DME","https://flightplandatabase.com/plan/284185"
"9473","•","ROGAV","FIX","B363 (AWY-HI)","34,000 / 10,363","41.88333 / 63.86667","35  / 2469 nm","","https://flightplandatabase.com/plan/284185"
"9474","•","UTNN","APT","G5 (AWY-HI)","32,100 / 9,784","42.48834 / 59.62333","192  / 2662 nm","","https://flightplandatabase.com/plan/284185"
"9475","•","KUNAS","FIX","B363 (AWY-HI)","34,000 / 10,363","43.15667 / 56.00000","164  / 2826 nm","","https://flightplandatabase.com/plan/284185"
"9476","•","MEDOL","FIX","B363 (AWY-HI)","34,000 / 10,363","43.57361 / 53.28306","121  / 2948 nm","","https://flightplandatabase.com/plan/284185"
"9477","•","NEPIL","FIX","B363 (AWY-HI)","34,000 / 10,363","43.69250 / 52.41528","38  / 2986 nm","","https://flightplandatabase.com/plan/284185"
"9478","•","LOLNA","FIX","B363 (AWY-HI)","34,000 / 10,363","43.76750 / 51.83694","25  / 3011 nm","","https://flightplandatabase.com/plan/284185"
"9479","•","AKT","VOR","B363 (AWY-HI)","34,000 / 10,363","43.85861 / 51.10194","32  / 3044 nm","AKTAU VOR-DME","https://flightplandatabase.com/plan/284185"
"9480","•","NOLNA","FIX","R227 (AWY-HI)","34,000 / 10,363","43.86833 / 50.35556","32  / 3076 nm","","https://flightplandatabase.com/plan/284185"
"9481","•","ITAKA","FIX","R227 (AWY-HI)","34,000 / 10,363","43.87333 / 49.50000","37  / 3113 nm","","https://flightplandatabase.com/plan/284185"
"9482","•","BETOR","FIX","R227 (AWY-HI)","34,000 / 10,363","43.86806 / 48.44028","45  / 3159 nm","","https://flightplandatabase.com/plan/284185"
"9483","•","KZ","NDB","R227 (AWY-HI)","34,000 / 10,363","43.83472 / 46.71389","74  / 3234 nm","KIZLYAR NDB","https://flightplandatabase.com/plan/284185"
"9484","•","BELNI","FIX","B494 (AWY-HI)","34,000 / 10,363","43.91972 / 45.92028","34  / 3269 nm","","https://flightplandatabase.com/plan/284185"
"9485","•","NASTA","FIX","B494 (AWY-HI)","34,000 / 10,363","43.99972 / 45.21528","30  / 3299 nm","","https://flightplandatabase.com/plan/284185"
"9486","•","POGUL","FIX","B494 (AWY-HI)","34,000 / 10,363","44.08306 / 44.26528","41  / 3341 nm","","https://flightplandatabase.com/plan/284185"
"9487","•","TP","NDB","R804 (AWY-HI)","30,500 / 9,296","44.15778 / 43.54111","31  / 3372 nm","TEPLORECHENSKIY NDB","https://flightplandatabase.com/plan/284185"
"9488","•","MINPU","FIX","R804 (AWY-HI)","30,500 / 9,296","44.22500 / 43.08333","20  / 3392 nm","","https://flightplandatabase.com/plan/284185"
"9489","•","ABELA","FIX","G487 (AWY-HI)","28,800 / 8,778","44.19139 / 42.60028","20  / 3413 nm","","https://flightplandatabase.com/plan/284185"
"9490","•","ZUBOK","FIX","G487 (AWY-HI)","28,800 / 8,778","44.16667 / 42.16667","18  / 3432 nm","","https://flightplandatabase.com/plan/284185"
"9491","•","PR","NDB","G487 (AWY-HI)","28,800 / 8,778","44.11806 / 41.47917","29  / 3462 nm","PEREDOVAYA NDB","https://flightplandatabase.com/plan/284185"
"9492","•","GUBOR","FIX","G487 (AWY-HI)","34,000 / 10,363","43.88139 / 40.71028","36  / 3498 nm","","https://flightplandatabase.com/plan/284185"
"9493","•","PROZR","FIX","G487 (AWY-HI)","34,000 / 10,363","43.55806 / 39.71028","47  / 3545 nm","","https://flightplandatabase.com/plan/284185"
"9494","•","LAMET","FIX","G487 (AWY-HI)","34,000 / 10,363","43.34972 / 39.08861","29  / 3575 nm","","https://flightplandatabase.com/plan/284185"
"9495","•","UNAMI","FIX","G487 (AWY-HI)","34,000 / 10,363","43.26306 / 38.78000","14  / 3590 nm","","https://flightplandatabase.com/plan/284185"
"9496","•","DIGRA","FIX","B147 (AWY-HI)","34,000 / 10,363","43.36806 / 38.30000","21  / 3612 nm","","https://flightplandatabase.com/plan/284185"
"9497","•","LODBI","FIX","B147 (AWY-HI)","34,000 / 10,363","43.51139 / 37.62333","30  / 3642 nm","","https://flightplandatabase.com/plan/284185"
"9498","•","REDMA","FIX","B147 (AWY-HI)","34,000 / 10,363","43.62306 / 37.08000","24  / 3667 nm","","https://flightplandatabase.com/plan/284185"
"9499","•","TISOM","FIX","B147 (AWY-HI)","34,000 / 10,363","43.74167 / 36.49167","26  / 3693 nm","","https://flightplandatabase.com/plan/284185"
"9500","•","KULEM","FIX","UL850 (AWY-HI)","34,000 / 10,363","43.93307 / 35.51681","43  / 3737 nm","","https://flightplandatabase.com/plan/284185"
"9501","•","PEVAT","FIX","UT555 (AWY-HI)","34,000 / 10,363","43.90168 / 35.21598","13  / 3750 nm","","https://flightplandatabase.com/plan/284185"
"9502","•","PIDIT","FIX","UT555 (AWY-HI)","34,000 / 10,363","43.79416 / 34.25014","42  / 3793 nm","","https://flightplandatabase.com/plan/284185"
"9503","•","SOMUK","FIX","UT555 (AWY-HI)","34,000 / 10,363","43.77805 / 34.11014","6  / 3799 nm","","https://flightplandatabase.com/plan/284185"
"9504","•","DOLOT","FIX","UT555 (AWY-HI)","34,000 / 10,363","43.70137 / 33.46846","28  / 3827 nm","","https://flightplandatabase.com/plan/284185"
"9505","•","ROPUT","FIX","UM747 (AWY-HI)","34,000 / 10,363","43.83303 / 32.50012","42  / 3870 nm","","https://flightplandatabase.com/plan/284185"
"9506","•","PESED","FIX","UM747 (AWY-HI)","34,000 / 10,363","43.92746 / 31.77094","32  / 3902 nm","","https://flightplandatabase.com/plan/284185"
"9507","•","TALAM","FIX","UM747 (AWY-HI)","34,000 / 10,363","44.08613 / 30.43717","58  / 3960 nm","","https://flightplandatabase.com/plan/284185"
"9508","•","GALMI","FIX","UM747 (AWY-HI)","34,000 / 10,363","44.13325 / 30.02554","17  / 3978 nm","","https://flightplandatabase.com/plan/284185"
"9509","•","CND","VOR","UT888 (AWY-HI)","34,000 / 10,363","44.29446 / 28.47952","67  / 4046 nm","CONSTANTA VOR-DME","https://flightplandatabase.com/plan/284185"
"9510","•","DIRAL","FIX","UT85 (AWY-HI)","34,000 / 10,363","44.51084 / 27.55415","41  / 4087 nm","","https://flightplandatabase.com/plan/284185"
"9511","•","IDARU","FIX","UT85 (AWY-HI)","34,000 / 10,363","44.64014 / 26.98180","25  / 4113 nm","","https://flightplandatabase.com/plan/284185"
"9512","•","VEVIN","FIX","UT85 (AWY-HI)","34,000 / 10,363","44.71310 / 26.65196","14  / 4128 nm","","https://flightplandatabase.com/plan/284185"
"9513","•","BALBI","FIX","UT85 (AWY-HI)","34,000 / 10,363","44.90509 / 25.75403","39  / 4168 nm","","https://flightplandatabase.com/plan/284185"
"9514","•","NILOV","FIX","UL622 (AWY-HI)","34,000 / 10,363","44.95383 / 25.17030","24  / 4193 nm","","https://flightplandatabase.com/plan/284185"
"9515","•","SUROL","FIX","UP981 (AWY-HI)","34,000 / 10,363","45.02944 / 24.30943","36  / 4230 nm","","https://flightplandatabase.com/plan/284185"
"9516","•","LAMIT","FIX","UP981 (AWY-HI)","34,000 / 10,363","45.10398 / 23.37477","39  / 4269 nm","","https://flightplandatabase.com/plan/284185"
"9517","•","NESIM","FIX","UL5 (AWY-HI)","34,000 / 10,363","45.04527 / 23.16244","9  / 4279 nm","","https://flightplandatabase.com/plan/284185"
"9518","•","MOKRU","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.94817 / 22.81531","15  / 4295 nm","","https://flightplandatabase.com/plan/284185"
"9519","•","VELIP","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.77178 / 21.53333","55  / 4351 nm","","https://flightplandatabase.com/plan/284185"
"9520","•","NERTA","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.68814 / 21.21475","14  / 4365 nm","","https://flightplandatabase.com/plan/284185"
"9521","•","OLAMA","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.64486 / 21.05150","7  / 4372 nm","","https://flightplandatabase.com/plan/284185"
"9522","•","IBISI","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.59025 / 20.84714","9  / 4382 nm","","https://flightplandatabase.com/plan/284185"
"9523","•","GOLIP","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.54922 / 20.69483","6  / 4389 nm","","https://flightplandatabase.com/plan/284185"
"9524","•","ORVAN","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.49189 / 20.48333","9  / 4398 nm","","https://flightplandatabase.com/plan/284185"
"9525","•","KOLIV","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.41075 / 20.18758","13  / 4412 nm","","https://flightplandatabase.com/plan/284185"
"9526","•","VAL","VOR","UL5 (AWY-HI)","34,000 / 10,363","44.32389 / 19.87469","14  / 4426 nm","VALJEVO VOR-DME","https://flightplandatabase.com/plan/284185"
"9527","•","BATRU","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.18500 / 19.36500","23  / 4450 nm","","https://flightplandatabase.com/plan/284185"
"9528","•","VEBAR","FIX","UL5 (AWY-HI)","34,000 / 10,363","44.13581 / 19.17942","8  / 4458 nm","","https://flightplandatabase.com/plan/284185"
"9529","•","KEB","VOR","UL5 (AWY-HI)","34,000 / 10,363","43.93386 / 18.44983","33  / 4492 nm","SARAJEVO VOR-DME","https://flightplandatabase.com/plan/284185"
"9530","•","GILUK","FIX","UL5 (AWY-HI)","34,000 / 10,363","43.86593 / 18.10468","15  / 4508 nm","","https://flightplandatabase.com/plan/284185"
"9531","•","VRANA","FIX","UL5 (AWY-HI)","34,000 / 10,363","43.75361 / 17.53778","25  / 4533 nm","","https://flightplandatabase.com/plan/284185"
"9532","•","KENEM","FIX","UL5 (AWY-HI)","34,000 / 10,363","43.63333 / 16.94667","26  / 4560 nm","","https://flightplandatabase.com/plan/284185"
"9533","•","SPL","VOR","UL5 (AWY-HI)","34,000 / 10,363","43.49658 / 16.30472","29  / 4589 nm","SPLIT VOR-DME","https://flightplandatabase.com/plan/284185"
"9534","•","TUNAL","FIX","UL5 (AWY-HI)","32,800 / 9,997","42.99889 / 15.29056","53  / 4642 nm","","https://flightplandatabase.com/plan/284185"
"9535","•","ARPIK","FIX","UL5 (AWY-HI)","26,100 / 7,955","42.74694 / 14.79222","26  / 4669 nm","","https://flightplandatabase.com/plan/284185"
"9536","•","PES","VOR","UL5 (AWY-HI)","20,100 / 6,126","42.43611 / 14.18444","32  / 4702 nm","PESCARA VOR-DME","https://flightplandatabase.com/plan/284185"
"9537","O","LIRF","APT","-","0 / 0","41.81081 / 12.25090","93  / 4796 nm","Roma Fiumicino Leonardo Da Vinci","https://flightplandatabase.com/plan/284185"
"9538","O","VVNB","APT","-","0 / 0","21.21974 / 105.80377","- / 0 nm","Hanoi Noibai Intl","https://flightplandatabase.com/plan/889785"
"9539","•","NOB","VOR","-","600 / 183","21.21302 / 105.83494","1  / 1 nm","NOIBAI VOR-DME","https://flightplandatabase.com/plan/889785"
"9540","•","LAOCI","FIX","W6 (AWY-LO)","35,000 / 10,668","22.48667 / 103.96528","129  / 131 nm","","https://flightplandatabase.com/plan/889785"
"9541","•","ELASU","FIX","-","35,000 / 10,668","24.06500 / 102.00167","143  / 275 nm","","https://flightplandatabase.com/plan/889785"
"9542","•","GULOT","FIX","-","35,000 / 10,668","24.48333 / 101.54333","35  / 310 nm","","https://flightplandatabase.com/plan/889785"
"9543","•","2600N10000E","LATLON","-","35,000 / 10,668","26.00000 / 100.00000","123  / 434 nm","","https://flightplandatabase.com/plan/889785"
"9544","•","PT","NDB","-","35,000 / 10,668","27.32056 / 97.43775","158  / 593 nm","PUTAO NDB","https://flightplandatabase.com/plan/889785"
"9545","•","2900N09500E","LATLON","-","35,000 / 10,668","29.00000 / 95.00000","163  / 756 nm","","https://flightplandatabase.com/plan/889785"
"9546","•","TAPUN","FIX","-","35,000 / 10,668","30.00333 / 93.07500","117  / 874 nm","","https://flightplandatabase.com/plan/889785"
"9547","•","3200N09000E","LATLON","-","35,000 / 10,668","32.00000 / 90.00000","198  / 1072 nm","","https://flightplandatabase.com/plan/889785"
"9548","•","3500N08500E","LATLON","-","35,000 / 10,668","35.00000 / 85.00000","308  / 1381 nm","","https://flightplandatabase.com/plan/889785"
"9549","•","3700N08000E","LATLON","-","35,000 / 10,668","37.00000 / 80.00000","270  / 1652 nm","","https://flightplandatabase.com/plan/889785"
"9550","•","SCH","VOR","-","35,000 / 10,668","38.42833 / 77.24000","156  / 1808 nm","SHACHE VOR-DME","https://flightplandatabase.com/plan/889785"
"9551","•","KHG","VOR","A364 (AWY-LO)","35,000 / 10,668","39.54667 / 76.02333","87  / 1896 nm","KASHI VOR-DME","https://flightplandatabase.com/plan/889785"
"9552","•","4000N07500E","LATLON","-","35,000 / 10,668","40.00000 / 75.00000","54  / 1951 nm","","https://flightplandatabase.com/plan/889785"
"9553","•","OSH","VOR","-","35,000 / 10,668","40.63667 / 72.74333","110  / 2061 nm","","https://flightplandatabase.com/plan/889785"
"9554","•","OGODA","FIX","G134 (AWY-LO)","35,000 / 10,668","40.66667 / 72.58333","7  / 2068 nm","","https://flightplandatabase.com/plan/889785"
"9555","•","AN","NDB","G134 (AWY-LO)","35,000 / 10,668","40.69833 / 72.25000","15  / 2084 nm","ANDIZHAN NDB","https://flightplandatabase.com/plan/889785"
"9556","•","GIKOD","FIX","B363 (AWY-LO)","35,000 / 10,668","40.88000 / 70.34500","87  / 2171 nm","","https://flightplandatabase.com/plan/889785"
"9557","•","SW","NDB","B363 (AWY-LO)","35,000 / 10,668","40.91667 / 69.80000","24  / 2196 nm","KARAKHTAY NDB","https://flightplandatabase.com/plan/889785"
"9558","•","UA","NDB","B363 (AWY-LO)","35,000 / 10,668","40.98333 / 69.38333","19  / 2215 nm","TOYTEPA NDB","https://flightplandatabase.com/plan/889785"
"9559","•","ABEKA","FIX","B363 (AWY-LO)","35,000 / 10,668","41.11806 / 68.74500","30  / 2245 nm","","https://flightplandatabase.com/plan/889785"
"9560","•","DIBAD","FIX","B363 (AWY-LO)","35,000 / 10,668","41.28333 / 67.93333","37  / 2283 nm","","https://flightplandatabase.com/plan/889785"
"9561","•","OGOLI","FIX","B363 (AWY-LO)","35,000 / 10,668","41.48278 / 66.60889","60  / 2344 nm","","https://flightplandatabase.com/plan/889785"
"9562","•","TMD","VOR","B363 (AWY-LO)","35,000 / 10,668","41.75000 / 64.63333","90  / 2434 nm","TAMDYBULAK VOR-DME","https://flightplandatabase.com/plan/889785"
"9563","•","ROGAV","FIX","B363 (AWY-LO)","35,000 / 10,668","41.88333 / 63.86667","35  / 2469 nm","","https://flightplandatabase.com/plan/889785"
"9564","•","UTNN","APT","G5 (AWY-LO)","35,000 / 10,668","42.48834 / 59.62333","192  / 2662 nm","","https://flightplandatabase.com/plan/889785"
"9565","•","KUNAS","FIX","B363 (AWY-LO)","35,000 / 10,668","43.15667 / 56.00000","164  / 2826 nm","","https://flightplandatabase.com/plan/889785"
"9566","•","MEDOL","FIX","B363 (AWY-LO)","35,000 / 10,668","43.57361 / 53.28306","121  / 2948 nm","","https://flightplandatabase.com/plan/889785"
"9567","•","NEPIL","FIX","B363 (AWY-LO)","35,000 / 10,668","43.69250 / 52.41528","38  / 2986 nm","","https://flightplandatabase.com/plan/889785"
"9568","•","LOLNA","FIX","B363 (AWY-LO)","35,000 / 10,668","43.76750 / 51.83694","25  / 3011 nm","","https://flightplandatabase.com/plan/889785"
"9569","•","AKT","VOR","B363 (AWY-LO)","35,000 / 10,668","43.85861 / 51.10194","32  / 3044 nm","AKTAU VOR-DME","https://flightplandatabase.com/plan/889785"
"9570","•","NOLNA","FIX","R227 (AWY-LO)","35,000 / 10,668","43.86833 / 50.35556","32  / 3076 nm","","https://flightplandatabase.com/plan/889785"
"9571","•","ITAKA","FIX","R227 (AWY-LO)","35,000 / 10,668","43.87333 / 49.50000","37  / 3113 nm","","https://flightplandatabase.com/plan/889785"
"9572","•","BETOR","FIX","R227 (AWY-LO)","35,000 / 10,668","43.86806 / 48.44028","45  / 3159 nm","","https://flightplandatabase.com/plan/889785"
"9573","•","KZ","NDB","R227 (AWY-LO)","35,000 / 10,668","43.83472 / 46.71389","74  / 3234 nm","KIZLYAR NDB","https://flightplandatabase.com/plan/889785"
"9574","•","BELNI","FIX","B494 (AWY-LO)","35,000 / 10,668","43.91972 / 45.92028","34  / 3269 nm","","https://flightplandatabase.com/plan/889785"
"9575","•","NASTA","FIX","B494 (AWY-LO)","35,000 / 10,668","43.99972 / 45.21528","30  / 3299 nm","","https://flightplandatabase.com/plan/889785"
"9576","•","POGUL","FIX","B494 (AWY-LO)","35,000 / 10,668","44.08306 / 44.26528","41  / 3341 nm","","https://flightplandatabase.com/plan/889785"
"9577","•","TP","NDB","R804 (AWY-LO)","35,000 / 10,668","44.15778 / 43.54111","31  / 3372 nm","TEPLORECHENSKIY NDB","https://flightplandatabase.com/plan/889785"
"9578","•","MINPU","FIX","R804 (AWY-LO)","35,000 / 10,668","44.22500 / 43.08333","20  / 3392 nm","","https://flightplandatabase.com/plan/889785"
"9579","•","ABELA","FIX","G487 (AWY-LO)","35,000 / 10,668","44.19139 / 42.60028","20  / 3413 nm","","https://flightplandatabase.com/plan/889785"
"9580","•","ZUBOK","FIX","G487 (AWY-LO)","35,000 / 10,668","44.16667 / 42.16667","18  / 3432 nm","","https://flightplandatabase.com/plan/889785"
"9581","•","PR","NDB","G487 (AWY-LO)","35,000 / 10,668","44.11806 / 41.47917","29  / 3462 nm","PEREDOVAYA NDB","https://flightplandatabase.com/plan/889785"
"9582","•","GUBOR","FIX","G487 (AWY-LO)","35,000 / 10,668","43.88139 / 40.71028","36  / 3498 nm","","https://flightplandatabase.com/plan/889785"
"9583","•","PROZR","FIX","G487 (AWY-LO)","35,000 / 10,668","43.55806 / 39.71028","47  / 3545 nm","","https://flightplandatabase.com/plan/889785"
"9584","•","LAMET","FIX","G487 (AWY-LO)","35,000 / 10,668","43.34972 / 39.08861","29  / 3575 nm","","https://flightplandatabase.com/plan/889785"
"9585","•","UNAMI","FIX","G487 (AWY-LO)","35,000 / 10,668","43.26306 / 38.78000","14  / 3590 nm","","https://flightplandatabase.com/plan/889785"
"9586","•","DIGRA","FIX","B147 (AWY-LO)","35,000 / 10,668","43.36806 / 38.30000","21  / 3612 nm","","https://flightplandatabase.com/plan/889785"
"9587","•","LODBI","FIX","B147 (AWY-LO)","35,000 / 10,668","43.51139 / 37.62333","30  / 3642 nm","","https://flightplandatabase.com/plan/889785"
"9588","•","REDMA","FIX","B147 (AWY-LO)","35,000 / 10,668","43.62306 / 37.08000","24  / 3667 nm","","https://flightplandatabase.com/plan/889785"
"9589","•","TISOM","FIX","B147 (AWY-LO)","35,000 / 10,668","43.74167 / 36.49167","26  / 3693 nm","","https://flightplandatabase.com/plan/889785"
"9590","•","KULEM","FIX","L850 (AWY-LO)","35,000 / 10,668","43.93307 / 35.51681","43  / 3737 nm","","https://flightplandatabase.com/plan/889785"
"9591","•","PIDIT","FIX","T555 (AWY-LO)","35,000 / 10,668","43.79416 / 34.25014","55  / 3793 nm","","https://flightplandatabase.com/plan/889785"
"9592","•","SOMUK","FIX","T555 (AWY-LO)","35,000 / 10,668","43.77805 / 34.11014","6  / 3799 nm","","https://flightplandatabase.com/plan/889785"
"9593","•","DOLOT","FIX","T555 (AWY-LO)","35,000 / 10,668","43.70137 / 33.46846","28  / 3827 nm","","https://flightplandatabase.com/plan/889785"
"9594","•","ROPUT","FIX","M747 (AWY-LO)","35,000 / 10,668","43.83303 / 32.50012","42  / 3870 nm","","https://flightplandatabase.com/plan/889785"
"9595","•","PESED","FIX","M747 (AWY-LO)","35,000 / 10,668","43.92746 / 31.77094","32  / 3902 nm","","https://flightplandatabase.com/plan/889785"
"9596","•","TALAM","FIX","M747 (AWY-LO)","35,000 / 10,668","44.08613 / 30.43717","58  / 3960 nm","","https://flightplandatabase.com/plan/889785"
"9597","•","GALMI","FIX","M747 (AWY-LO)","35,000 / 10,668","44.13325 / 30.02554","17  / 3978 nm","","https://flightplandatabase.com/plan/889785"
"9598","•","CND","VOR","UT888 (AWY-HI)","35,000 / 10,668","44.29446 / 28.47952","67  / 4046 nm","CONSTANTA VOR-DME","https://flightplandatabase.com/plan/889785"
"9599","•","DIRAL","FIX","UT85 (AWY-HI)","35,000 / 10,668","44.51084 / 27.55415","41  / 4087 nm","","https://flightplandatabase.com/plan/889785"
